Content Type,Name,Primary Genre,Secondary Genre,Synopsis,Age Rating,Rating Score,Theatrical Release Year,Director ,Cast,Runtime (minutes),keywords2,keywords3,keywords4
Movie,Darpa Churna,Drama,,"A couple wants to settle down, but their families are against their relationship. How will they convince their kins? Watch the full movie on Hoichoi.",U,1,2014,Soumik Chatterjee,"Arjun Chakraborty, Urmila Mahanta, Kharaj Mukherjee",142,"couple wants settle down, families",couple wants settle,"couple, wants, settle, down,, families, relationship., convince, kins?, Watch, movie, Hoichoi."
Movie,Champion,Romance,,"Raja is a laid-back young man, who fights and struggles for his injured brother by winning a kickboxing match in his stead.",U/A 13+,3,2010,Rajib Kumar Biswas,"Soham, Srabanti, Biswajit Chakraborty",182,"Raja laid-back young man, fights",Raja laid-back young,"Raja, laid-back, young, man,, fights, struggles, injured, brother, winning, kickboxing, match, stead."
Movie,Dadu No.1,Comedy,,"Rich businessman Bhawani Chatterjee offers Mamta a job at his office. Later, he also asks her a favour. How will Mamta react? Watch the full movie on Hoichoi.",U/A 7+,2,1980,Dilip Roy,"Uttam Kumar, Soumitra Chatterjee, Sandhya Roy",135,Rich businessman Bhawani Chatterjee offers,Rich businessman Bhawani,"Rich, businessman, Bhawani, Chatterjee, offers, Mamta, job, office., Later,, asks, favour., Mamta, react?, Watch, movie, Hoichoi."
Movie,Run,Action,,"Jit is in love with Megha but cannot marry Megha, till he has a government job offer letter in his hand. What will he do? Watch the full movie on Hoichoi.",U/A 7+,2,2003,Rabi Kinagi,"Jeet, Srabanti, Dipankar Dey",201,"Jit love Megha marry Megha,",Jit love Megha,"Jit, love, Megha, marry, Megha,, till, government, job, offer, letter, hand., do?, Watch, movie, Hoichoi."
Movie,Mama Square,Comedy,,"Tia loves Sourav, but her relatives who brought her up, are not happy with their relationship. How will they get along? Watch the full movie on Hoichoi.",U/A 13+,3,2004,Sanat Dutta,"Ranjit Mallick, Rachana Banerjee, Ferdous Ahmed",141,"Tia loves Sourav, relatives brought","Tia loves Sourav,","Tia, loves, Sourav,, relatives, brought, up,, happy, relationship., along?, Watch, movie, Hoichoi."
Movie,Tomai Pabo Bole,Drama,,"The story is about rivalry between two neighbouring families. In an interesting turn of events, however, the son of one family falls in love with the daughter of the other family. Will their kins agree to their relation? Watch the full movie on Hoichoi.",U,1,2011,Swapan Saha,"Rahul Banerjee, Priyanka Sarkar, Rajatava Dutta",151,story rivalry neighbouring families. interesting,story rivalry neighbouring,"story, rivalry, neighbouring, families., interesting, turn, events,, however,, son, family, falls, love, daughter, family., kins, agree, relation?, Watch, movie, Hoichoi."
Movie,Raja Babu,Drama,,Raja Babu accepts Rani and her unborn child to save her reputation. Will they accept Raja Babu as the father later? Watch the movie on Hoichoi.,U/A 7+,2,2010,Sanat Dutta,"Tapas Paul, Sabyasachi Chakrabarty, Ritojit",125,Raja Babu accepts Rani unborn,Raja Babu accepts,"Raja, Babu, accepts, Rani, unborn, child, save, reputation., accept, Raja, Babu, father, later?, Watch, movie, Hoichoi."
Movie,Surya,Action,,"Ashok, a businessman, provides shelter to Mahim Halden. An ambitious Mahim kills his benefactor Ashok, and takes over his property. Ashok's son Surya comes to know the truth and makes it his life’s purpose to seek revenge from his father's killer. Watch the full movie on Hoichoi.",U/A 7+,2,1999,Swapan Saha,"Prosenjit Chatterjee, Soumitra Chatterjee, Rituparna Sengupta",147,"Ashok, businessman, provides shelter Mahim","Ashok, businessman, provides","Ashok,, businessman,, provides, shelter, Mahim, Halden., ambitious, Mahim, kills, benefactor, Ashok,, takes, property., Ashok's, son, Surya, comes, know, truth, makes, life’s, purpose, seek, revenge, father's, killer., Watch, movie, Hoichoi."
Movie,Sri Sri Tarakeshwar,Devotional,,The film depicts dedication of the devotees of Lord Shiva. Will they feel the presence of their Lord during times of crisis? Watch the full movie on Hoichoi.,U/A 7+,2,2004,Anup Sengupta,"Jishhu Sengupta, Mithun Chakraborty, Dipankar Dey",177,film depicts dedication devotees Lord,film depicts dedication,"film, depicts, dedication, devotees, Lord, Shiva., feel, presence, Lord, times, crisis?, Watch, movie, Hoichoi."
Movie,Sonar Sansar,Drama,,"Abhijit Roy is retired with three children. As they grow up and face the real world, destiny has a lot in store for them. Watch the full movie on Hoichoi.",U/A 13+,3,2004,Haranath Chakraborty,"Prosenjit Chatterjee, Arunima Ghosh, Dulal Lahiri",150,Abhijit Roy retired children. grow,Abhijit Roy retired,"Abhijit, Roy, retired, children., grow, face, real, world,, destiny, lot, store, them., Watch, movie, Hoichoi."
Movie,Mayer Aasirbad,Drama,,Simpleton Madhu believes nobody can harm him as long as his mother’s blessings are on him. Will his belief stay deep rooted? Watch the full movie on Hoichoi.,U/A 7+,2,1958,Banshi Ash,"Kamal Mitra, Jahar Roy, Nitish Mukherjee",101,Simpleton Madhu believes harm long,Simpleton Madhu believes,"Simpleton, Madhu, believes, harm, long, mother’s, blessings, him., belief, stay, deep, rooted?, Watch, movie, Hoichoi."
Movie,Goynar Baksho,Drama,,"An adaptation of Shirshendu Mukhopadhyay's novel, Goynar Baksho revolves around a matriarch of a Bengali Hindu family who becomes so obsessed with her secret jewellery box that she rises from her grave to make sure that her niece-in-law protects it from the other relatives.",U/A 16+,4,2003,Anup Sengupta,"Prosenjit Chatterjee, Tapas Paul, Mrinal Mukherjee",176,"adaptation Shirshendu Mukhopadhyay's novel, Goynar",adaptation Shirshendu Mukhopadhyay's,"adaptation, Shirshendu, Mukhopadhyay's, novel,, Goynar, Baksho, revolves, matriarch, Bengali, Hindu, family, obsessed, secret, jewellery, box, rises, grave, make, sure, niece-in-law, protects, relatives."
Movie,Shudhu Tomari Jonyo,Drama,,A love story that creates a lasting impact. A couple find love after marriage and reconcile with their respective pasts. Watch the full movie on Hoichoi.,U/A 7+,2,1993,Alamgir,"Debashree Roy, Nirmal Kumar, Biplab Chatterjee",145,love story creates lasting impact.,love story creates,"love, story, creates, lasting, impact., couple, love, marriage, reconcile, respective, pasts., Watch, movie, Hoichoi."
Movie,Apur Panchali,Drama,,"Satyajit Ray’s Pather Panchali needs no introduction, but Subir Banerjee who played Apu’s character surely needs one. Watch the full movie on Hoichoi.",U/A 7+,2,2013,Aparna Sen,"Konkona Sen Sharma, Moushumi Mukherjee, Srabanti",142,Satyajit Ray’s Pather Panchali needs,Satyajit Ray’s Pather,"Satyajit, Ray’s, Pather, Panchali, needs, introduction,, Subir, Banerjee, played, Apu’s, character, surely, needs, one., Watch, movie, Hoichoi."
Movie,Bapi Bari Jaa,Romantic,Comedy,"After finding love and struggling through a decision on their careers, five friends must face the harsh realities of the world.",A 18+,5,2015,Bisra Dasgupta,"Dev, Srabanti, Mimi Chakraborty, Soham",149,"finding love struggling decision careers,",finding love struggling,"finding, love, struggling, decision, careers,, friends, face, harsh, realities, world."
Movie,Challenge,Action,,"Mr. Agnidev Sen is too protective of his daughter, Pooja. Abir defies him and challenges to win over his love. Watch the full movie on Hoichoi.",U/A 7+,2,2014,Kaushik Ganguly,"Parambrata Chattopadhyay, Ardhendu Banerjee, Parno Mittra, Gaurav Chakrabarty",107,"Mr. Agnidev Sen protective daughter,",Mr. Agnidev Sen,"Mr., Agnidev, Sen, protective, daughter,, Pooja., Abir, defies, challenges, win, love., Watch, movie, Hoichoi."
Movie,Amanush 2,Crime,,"When Raghu's father finds out about his wife's affair with Raghu's tutor and commits suicide, Raghu decides to avenge his father. After serving at a juvenile home, Raghu takes a new identity in search of a new life. How far will he go to hide his past?",A 18+,5,2012,"Sudeshna Roy, Abhijit Guha","Mimi Chakraborty, Arjun Chakrabarty, Anindya Chatterjee",115,Raghu's father finds wife's affair,Raghu's father finds,"Raghu's, father, finds, wife's, affair, Raghu's, tutor, commits, suicide,, Raghu, decides, avenge, father., serving, juvenile, home,, Raghu, takes, new, identity, search, new, life., far, hide, past?"
Movie,Poran Jaye Jolia Re,Romance,,An off-beat rom-com showcasing a British bred - Anna's journey into finding the right guy. Watch the full movie on Hoichoi.,U/A 7+,2,2009,Raj Chakraborty,"Dev, Subhashree, Rajatava Dutta",151,off-beat rom-com showcasing British bred,off-beat rom-com showcasing,"off-beat, rom-com, showcasing, British, bred, -, Anna's, journey, finding, right, guy., Watch, movie, Hoichoi."
Movie,Bandhan,Romance,,"Mina and Rohit marry against their family's wishes. As relationships are at stake, will they re-unite with their kins? Watch the full movie on Hoichoi.",U/A 7+,2,2015,Rajib Kumar Biswas,"Soham, Paayel Sarkar, Rajesh Sharma",144,Mina Rohit marry family's wishes.,Mina Rohit marry,"Mina, Rohit, marry, family's, wishes., relationships, stake,, re-unite, kins?, Watch, movie, Hoichoi."
Movie,Tara,Drama,,"When Prof. Manoj is framed and tortured by the police, his daughter decides to retaliate, even though people try to suppress her. Watch the full movie on Hoichoi.",U/A 13+,3,2009,Rabi Kinagi,"Dev, Subhashree, Biswajit Chakraborty",140,"Prof. Manoj framed tortured police,",Prof. Manoj framed,"Prof., Manoj, framed, tortured, police,, daughter, decides, retaliate,, people, try, suppress, her., Watch, movie, Hoichoi."
Movie,Sangee,Romance,,Bijay sacrifices his love when he finds out that Rupa is his best friend Rana's sister. Will Bijay be able to pursue her? Watch the full movie on Hoichoi.,U/A 7+,2,2004,Rabi Kinagi,"Jeet, Koel, Victor Banerjee",159,Bijay sacrifices love finds Rupa,Bijay sacrifices love,"Bijay, sacrifices, love, finds, Rupa, best, friend, Rana's, sister., Bijay, able, pursue, her?, Watch, movie, Hoichoi."
Movie,Kellafate,Drama,,"Shibu meets Pallabi and falls in love. After finding out the problems she is facing, can he solve them out? Watch the full movie on Hoichoi.",U/A 13+,3,2010,Bratya Basu,"Prosejit Chatterjee, Paoli Dam, Tota Roy Chowdhury",137,Shibu meets Pallabi falls love.,Shibu meets Pallabi,"Shibu, meets, Pallabi, falls, love., finding, problems, facing,, solve, out?, Watch, movie, Hoichoi."
Movie,Sei To Abar Kache Ele,Romance,,"Animesh was settled abroad and deeply in love with Ishita. Amidst turmoil, will their love emerge victorious at the end? Watch the full movie on Hoichoi.",U/A 13+,3,2003,Haranath Chakraborty,"Jeet, Ranjit Mallick, Rajesh Sharma",155,Animesh settled abroad deeply love,Animesh settled abroad,"Animesh, settled, abroad, deeply, love, Ishita., Amidst, turmoil,, love, emerge, victorious, end?, Watch, movie, Hoichoi."
Movie,Fight 1:1,Action,,"The storyline circles around two gangs, who are at loggerheads. What will be the outcome of this tiff? Watch the full movie on Hoichoi.",U/A 7+,2,2010,Sujit Guha,"Ankush, Rupashree, Rajatava Dutta",154,"storyline circles gangs, loggerheads. outcome","storyline circles gangs,","storyline, circles, gangs,, loggerheads., outcome, tiff?, Watch, movie, Hoichoi."
Movie,Protidwandi (2010),Action,,Protidwandi revolves around a village simpleton Debu who aspires to become an actor and is eventually successful. But can he fight the evils brought by his fame? ,U/A 13+,3,1999,Jayanta Bhattacharya,"Prosenjit Chatterjee, Arjun Chakraborty, Soumitra Chatterjee",148,Protidwandi revolves village simpleton Debu,Protidwandi revolves village,"Protidwandi, revolves, village, simpleton, Debu, aspires, actor, eventually, successful., fight, evils, brought, fame?"
Movie,Aat Paake Badha,Romance,,"Indra is the most sorted guy in his team whereas, Priya is an epitome of grace. This film is a sweet tale of love between them. Watch the full movie on Hoichoi.",U/A 7+,2,2011,Debaditya,"Satabdi Roy, Tapas Paul, Paran Bandyopadhyay",154,"Indra sorted guy team whereas,",Indra sorted guy,"Indra, sorted, guy, team, whereas,, Priya, epitome, grace., film, sweet, tale, love, them., Watch, movie, Hoichoi."
Movie,Arshinagar,Romance,,"An adaptation of Shakespeare's Romeo and Juliet, the film revolves around Ranajit and Julekha belong to rival families where the enmity between them goes way back. However, when they meet, there is an unbeatable connection that eventually turns to love.",U/A 16+,4,2010,Anup Sengupta,"Rahul Banerjee, Biswajit Chakraborty, Ranjit Mallick",153,"adaptation Shakespeare's Romeo Juliet, film",adaptation Shakespeare's Romeo,"adaptation, Shakespeare's, Romeo, Juliet,, film, revolves, Ranajit, Julekha, belong, rival, families, enmity, goes, way, back., However,, meet,, unbeatable, connection, eventually, turns, love."
Movie,Bangali Babu English Mem,Comedy,,"This engaging rom-com traces the life of Madhusudan, a simple Bengali guy who wishes to get married to a rich Canadian woman. Watch the full movie on Hoichoi.",U/A 7+,2,2011,"Ruby Gupta, Kunal Choudhury","Vishal, Ruhi, Arpita Baker",130,"engaging rom-com traces life Madhusudan,",engaging rom-com traces,"engaging, rom-com, traces, life, Madhusudan,, simple, Bengali, guy, wishes, married, rich, Canadian, woman., Watch, movie, Hoichoi."
Movie,Beder Meye Josna,Drama,,"The first Indo-Bangladesh co-production - Bengali movie, has a strong romance and dramatic plot, promising an engaging view. Watch the full movie on Hoichoi.",U/A 13+,3,2015,Aparna Sen,"Dev, Rittika Sen, Jisshu Sengupta",151,"Indo-Bangladesh co-production - Bengali movie,",Indo-Bangladesh co-production -,"Indo-Bangladesh, co-production, -, Bengali, movie,, strong, romance, dramatic, plot,, promising, engaging, view., Watch, movie, Hoichoi."
Movie,Char Adhyay,Drama,,"One of Tagore's work, this one speaks about the misdeeds of idealism against British Raj and love arising at this point. Watch the full movie on Hoichoi.",U/A 13+,3,2014,Rabi Kinagi,"Soham, Mimi Chakraborty",145,"Tagore's work, speaks misdeeds idealism","Tagore's work, speaks","Tagore's, work,, speaks, misdeeds, idealism, British, Raj, love, arising, point., Watch, movie, Hoichoi."
Movie,Biyallish,Historic,,One of Hemen Gupta's best works that addresses the political agitations against the colonial backdrop in Midnapore during 1942. Watch the full movie on Hoichoi.,U,1,1991,Motiur Rahman Panu,"Chiranjeet, Anju Ghosh, Subhendu Chatterjee",173,Hemen Gupta's best works addresses,Hemen Gupta's best,"Hemen, Gupta's, best, works, addresses, political, agitations, colonial, backdrop, Midnapore, 1942., Watch, movie, Hoichoi."
Movie,Amar Bodyguard,Romance,,Anol is in love with Ankhi but she does not reciprocate to his feelings. Will he be able to change Ankhi's mindset? Watch the full movie only on Hoichoi.,U/A 7+,2,2016,Nitish Mukherjee,"Mallika Majumdar, Debdut Ghosh, Tarun Chakraborty",131,Anol love Ankhi does reciprocate,Anol love Ankhi,"Anol, love, Ankhi, does, reciprocate, feelings., able, change, Ankhi's, mindset?, Watch, movie, Hoichoi."
Movie,Bedeneer Prem,Romance,,"Visually stunning and expertly acted, this film is a tribute to an adventure, emotion and eternal romance. Watch the full movie on Hoichoi.",U,1,1951,Hemen Gupta,"Pradip Kumar, Manju Dey, Bikash Roy",151,"Visually stunning expertly acted, film",Visually stunning expertly,"Visually, stunning, expertly, acted,, film, tribute, adventure,, emotion, eternal, romance., Watch, movie, Hoichoi."
Movie,Ami Achi Sei Je Tomar,Romance,,Bhaskar dies in an accident leaving his love Priya mentally unstable. Few years later Angshuman comes to her village. Who is he? Watch the full movie on Hoichoi.,U,1,2012,Haranath Chakraborty,"Ridhima Ghosh, Pratik, Tapas Paul",133,Bhaskar dies accident leaving love,Bhaskar dies accident,"Bhaskar, dies, accident, leaving, love, Priya, mentally, unstable., years, later, Angshuman, comes, village., he?, Watch, movie, Hoichoi."
Movie,Churiwala,Romance,,Churiwala is a classic tale of star-crossed lovers Sooraj - Rupa; and their struggle to fight societal and family issues. Watch the full movie on Hoichoi.,U/A 7+,2,1992,Swapan Saha,"Anju Ghosh, Chiranjeet, Lily Chakraborty",152,Churiwala classic tale star-crossed lovers,Churiwala classic tale,"Churiwala, classic, tale, star-crossed, lovers, Sooraj, -, Rupa;, struggle, fight, societal, family, issues., Watch, movie, Hoichoi."
Movie,Saptami,Romance,,"Soumo marries Saptami and leaves her in the care of his friend to study more. He returns, to get the shock of his life. Watch the full movie on Hoichoi.",U,1,2011,Amit Dasgupta,"Angshuman, Anu Chowdhury, Dulal Lahiri",128,Soumo marries Saptami leaves care,Soumo marries Saptami,"Soumo, marries, Saptami, leaves, care, friend, study, more., returns,, shock, life., Watch, movie, Hoichoi."
Movie,Kelor Kirti,Comedy,,"When a glamorous woman enters the lives of three couples, all leads to humorous situations and a lot of chaos. Watch the full movie on Hoichoi.",U,1,2001,Shaha Alam Kiran,"Firdous Ahmed, Shambhu Bhattacharya, Soumitra Chatterjee",155,"glamorous woman enters lives couples,",glamorous woman enters,"glamorous, woman, enters, lives, couples,, leads, humorous, situations, lot, chaos., Watch, movie, Hoichoi."
Movie,Challenge 2,Action,,The story follows Abhi’s mission to get justice for his father's death. Will he succeed in his mission? Watch the full movie on Hoichoi.,U/A 13+,3,1997,Pallab Ghosh,"Prosenjit Chatterjee, Soumitra Chatterjee, Abhishek Chatterjee",148,story follows Abhi’s mission justice,story follows Abhi’s,"story, follows, Abhi’s, mission, justice, father's, death., succeed, mission?, Watch, movie, Hoichoi."
Movie,Power,Action,,"Jeetu, an aspiring cop goes around posing as an officer with a stolen uniform. But what has fate in store for him? Watch the full movie on Hoichoi.",U/A 13+,3,2016,Raja Chanda,"Dev, Ankush, Jisshu Sengupta, Mimi Chakraborty, Nusrat Jahan, Sayantika, Koushani",154,"Jeetu, aspiring cop goes posing","Jeetu, aspiring cop","Jeetu,, aspiring, cop, goes, posing, officer, stolen, uniform., fate, store, him?, Watch, movie, Hoichoi."
Movie,Bhanu Pelo Lottery,Comedy,,"A Bengali classic starring Bhanu Bandyopadhyay, telling a story of an artisan’s whose life changes after winning a lottery. Watch the full movie on Hoichoi.",U,1,2010,Raja Chanda,"Dev, Pooja Bose, Tapas Paul",162,"Bengali classic starring Bhanu Bandyopadhyay,",Bengali classic starring,"Bengali, classic, starring, Bhanu, Bandyopadhyay,, telling, story, artisan’s, life, changes, winning, lottery., Watch, movie, Hoichoi."
Movie,Swapnerdin,Drama,,"Watch Prosenjit Chatterjee-starrer Buddhadev Dasgupta's National Award-winning movie Swapnerdin, the story of three individuals struggling to fulfil their dreams amidst all societal constraints. ",U,1,2016,Rajib Kumar Biswas,"Jeet, Nusrat Jahan, Sayantika Banerjee",157,Watch Prosenjit Chatterjee-starrer Buddhadev Dasgupta's,Watch Prosenjit Chatterjee-starrer,"Watch, Prosenjit, Chatterjee-starrer, Buddhadev, Dasgupta's, National, Award-winning, movie, Swapnerdin,, story, individuals, struggling, fulfil, dreams, amidst, societal, constraints."
Movie,Awara,Action,,"An entertaining movie, with a healthy dose of comedy that follows Surya's journey to woo the love of his life. Watch the full movie on Hoichoi.",U/A 13+,3,1958,Tushar Kanti Ghosh,"Bhanu Bandyopadhyay, Jahar Roy, Lily Chakrabarty",103,"entertaining movie, healthy dose comedy","entertaining movie, healthy","entertaining, movie,, healthy, dose, comedy, follows, Surya's, journey, woo, love, life., Watch, movie, Hoichoi."
Movie,Shubho Drishti,Romance,,"A story of two brothers, with contrasting personalities. As the elder brother gets married, the younger one looks for a soul mate. A complete family entertainer with a replete sense of emotion and romance. Watch the full movie on Hoichoi.",U,1,2004,Buddhadeb Dasgupta,"Prosenjit Chatterjee, Raima Sen, Rimi Sen",92,"story brothers, contrasting personalities. elder","story brothers, contrasting","story, brothers,, contrasting, personalities., elder, brother, gets, married,, younger, looks, soul, mate., complete, family, entertainer, replete, sense, emotion, romance., Watch, movie, Hoichoi."
Movie,I Love You,Romance,,"Rahul is used to the urban ways of life; while Pooja is a simple girl. They meet and love blossoms, breaking stereotypes. Watch the full movie on Hoichoi.",U/A 7+,2,2012,Rabi Kinagi,"Jeet, Sayantika, Kharaj Mukherjee",144,Rahul used urban ways life;,Rahul used urban,"Rahul, used, urban, ways, life;, Pooja, simple, girl., meet, love, blossoms,, breaking, stereotypes., Watch, movie, Hoichoi."
Movie,Golemale Pirit Koro Na,Comedy,,"Two men fall in love with each other's sisters, leading to mistaken identities that gives this film the comical edge. Watch the full movie on Hoichoi.",U/A 7+,2,2006,Prabhat Roy,"Jeet, Koel, Parambrata Chatterjee",143,"men fall love other's sisters,",men fall love,"men, fall, love, other's, sisters,, leading, mistaken, identities, gives, film, comical, edge., Watch, movie, Hoichoi."
Movie,Yuddho (2005),Action,,"Police officer Agnishwar gets convicted in a false case. Will he accept his fate, or fight back? Watch the full movie on Hoichoi.",U/A 13+,3,2006,Rabi Kinagi,"Dev, Paayel Sarkar, Tapas Paul",184,Police officer Agnishwar gets convicted,Police officer Agnishwar,"Police, officer, Agnishwar, gets, convicted, false, case., accept, fate,, fight, back?, Watch, movie, Hoichoi."
Movie,Anu,Social,,"Anu falls in love with Sugata, a political activist. As fate plays with their love for each other, what is in store for them? Watch the full movie on Hoichoi.",U/A 7+,2,2013,Anindya Banerjee,"Jisshu Sengupta, Paayel Sarkar, Ritwick Chakraborty",125,"Anu falls love Sugata, political",Anu falls love,"Anu, falls, love, Sugata,, political, activist., fate, plays, love, other,, store, them?, Watch, movie, Hoichoi."
Movie,Roudra Chaya,Drama,,"The film has been directed by Sachin Adhikari and has Uttam Kumar playing a long-lost son of an industrialist who is brought up in a church, turns into a goon. This film has Anjana Bhowmik, Chhaya Debi, Kamal Mitra, Tarun Kumar and Subrata. Watch the full movie on Hoichoi.",U/A 13+,3,2005,Rabi Kinagi,"Jeet, Mithun Chakraborty, Koel",161,film directed Sachin Adhikari Uttam,film directed Sachin,"film, directed, Sachin, Adhikari, Uttam, Kumar, playing, long-lost, son, industrialist, brought, church,, turns, goon., film, Anjana, Bhowmik,, Chhaya, Debi,, Kamal, Mitra,, Tarun, Kumar, Subrata., Watch, movie, Hoichoi."
Movie,Mrinaler Chithi,Drama,,"Based on Tagore’s short story, the film revolves around a young bride who writes letters about her experience at her in-laws’. Watch the full movie on Hoichoi.",U,1,1999,Satarupa Sanyal,"Indrani Halder, Nirmalya Bandyopadhyay, Debesh Roychowdhury",120,"Based Tagore’s short story, film",Based Tagore’s short,"Based, Tagore’s, short, story,, film, revolves, young, bride, writes, letters, experience, in-laws’., Watch, movie, Hoichoi."
Movie,Refugee.,Action,,Shiva finds himself as the saviour of the oppressed. Will he ever be able to reunite with his country and family? Watch the full movie on Hoichoi.,U/A 13+,3,1973,Sachin Adhikary,"Uttam Kumar, Anjana Bhowmick, Bhanu Bandyopadhyay",106,Shiva finds saviour oppressed. able,Shiva finds saviour,"Shiva, finds, saviour, oppressed., able, reunite, country, family?, Watch, movie, Hoichoi."
Movie,Go For Goals,Sports,,"A sports drama, glorifying Bengali's undying love for football. Go For Goals follows five friends in their journey of life. Watch the full movie on Hoichoi.",U,1,2012,Soumya Sarkar,"Juin Sarkar, Sudip Chakraborty, Tapati Bhattacharya",117,"sports drama, glorifying Bengali's undying","sports drama, glorifying","sports, drama,, glorifying, Bengali's, undying, love, football., Goals, follows, friends, journey, life., Watch, movie, Hoichoi."
Movie,Swartho,Drama,,"A well-plotted drama, this movie showcases the consequences of greed and ungratefulness. Watch the full movie on Hoichoi.",U,1,2006,Haranath Chakraborty,"Prosenjit Chatterjee, Rambha, Rajesh Sharma",153,"well-plotted drama, movie showcases consequences","well-plotted drama, movie","well-plotted, drama,, movie, showcases, consequences, greed, ungratefulness., Watch, movie, Hoichoi."
Movie,Mon Chaye Tomay,Romance,,"A couple wants to settle down, but their families are against their relationship. How will they convince their kins? Watch the full movie on Hoichoi.",U/A 7+,2,2009,"Ujjal Mitra, Suman Bhattacharya","Kaushik Chakraborty, Kabir Suman, Goutam Sarkar",102,"couple wants settle down, families",couple wants settle,"couple, wants, settle, down,, families, relationship., convince, kins?, Watch, movie, Hoichoi."
Movie,Ranakshetra,Action,,A son of a corrupt minister is a drug pedlar. When a student protests he gets murdered. Can Raja avenge his brother's murder? Watch the full movie on Hoichoi.,U/A 7+,2,2009,Somnath Sen,"Soumitra Chatterjee, Madhabi Mukherjee, Paran Bandopadhyay",138,son corrupt minister drug pedlar.,son corrupt minister,"son, corrupt, minister, drug, pedlar., student, protests, gets, murdered., Raja, avenge, brother's, murder?, Watch, movie, Hoichoi."
Movie,Pran Sajani,Romance,,"Wrongly accused of theft, a man is sidelined from the village. Will his fearless daughter succeed in making things right? Watch the full movie on Hoichoi.",U/A 7+,2,2010,Prabir Kar,"Soumitra Chatterjee, Debika Mukherjee, Pamela",135,"Wrongly accused theft, man sidelined","Wrongly accused theft,","Wrongly, accused, theft,, man, sidelined, village., fearless, daughter, succeed, making, things, right?, Watch, movie, Hoichoi."
Movie,Rupban,Drama,,"A story about a king though highly adored, is cursed with bad luck for being childless. Will the curse remain forever? Watch the full movie on Hoichoi.",U/A 7+,2,1998,Swapan Saha,"Prosenjit Chatterjee, Satabdi Roy, Soumitra Chatterjee",147,"story king highly adored, cursed",story king highly,"story, king, highly, adored,, cursed, bad, luck, childless., curse, remain, forever?, Watch, movie, Hoichoi."
Movie,Mayar Badhon,Drama,,Fate separated Shipra and Krishna from their respective daughters during their birth. Will they all re-unite? Watch the full movie on Hoichoi.,U/A 7+,2,1996,Narayan Ghosh,"Tapas Paul, Anju Ghosh, Indrani Halder",148,Fate separated Shipra Krishna respective,Fate separated Shipra,"Fate, separated, Shipra, Krishna, respective, daughters, birth., re-unite?, Watch, movie, Hoichoi."
Movie,Manush Manusher Janya,Drama,,The film showcases the social and economic struggle of the people hailing from different parts in society. Watch the full movie on Hoichoi.,U,1,1991,Zillur Rehman,"Tapas Paul, Rozina",167,film showcases social economic struggle,film showcases social,"film, showcases, social, economic, struggle, people, hailing, different, parts, society., Watch, movie, Hoichoi."
Movie,Behula Lakhindar,Mythology,,"A narrative on Goddess Manasa and her desire to get devoted, that costs mortals Behula and Lakhindar their own lives. Watch the full movie on Hoichoi.",U,1,1997,Swapan Saha,"Prosenjit Chatterjee, Rituparna Sengupta, Satabdi Roy",156,"narrative Goddess Manasa desire devoted,",narrative Goddess Manasa,"narrative, Goddess, Manasa, desire, devoted,, costs, mortals, Behula, Lakhindar, lives., Watch, movie, Hoichoi."
Movie,Sakhi Tumi Kar,Romance,,Sagar falls in love with Sakhi who is a dominant zamindar’s daughter. Will the two ever unite? Watch the full movie on Hoichoi.,U/A 7+,2,1998,Niranjan Dey,"Abhishek Chatterjee, Sumitra Mukherjee, Santu Mukherjee",132,Sagar falls love Sakhi dominant,Sagar falls love,"Sagar, falls, love, Sakhi, dominant, zamindar’s, daughter., unite?, Watch, movie, Hoichoi."
Movie,Dada Thakur,Drama,,"Gita tries to reunite with her father while he awaits the return of his younger daughter, from America. Will everyone reunite? Watch the full movie on Hoichoi.",U/A 7+,2,1991,Amal Dutta,"Abhi Bhattacharya, Tarun Kumar, Mahua Roychoudhury",141,Gita tries reunite father awaits,Gita tries reunite,"Gita, tries, reunite, father, awaits, return, younger, daughter,, America., reunite?, Watch, movie, Hoichoi."
Movie,Bhai Amar Bhai,Drama,,"After their father's murderer threatens them, three siblings reunite to seek revenge. Will they be successful in their mission? Watch the full movie on Hoichoi.",U/A 7+,2,1996,Swapan Saha,"Prosenjit Chatterjee, Satabdi Roy, Abhishek Chatterjee",154,"father's murderer threatens them, siblings",father's murderer threatens,"father's, murderer, threatens, them,, siblings, reunite, seek, revenge., successful, mission?, Watch, movie, Hoichoi."
Movie,Nayan Shyama,Drama,,"Based on the novel by Shirshendu Mukhopadhyay, the film traces a journey of a couple Nayan and Shyama, who fall in love. Watch the full movie on Hoichoi.",U,1,2001,Haranath Chakraborty,"Arpita Pal, Ranjit Mallick, Victor Banerjee",187,"Based novel Shirshendu Mukhopadhyay, film",Based novel Shirshendu,"Based, novel, Shirshendu, Mukhopadhyay,, film, traces, journey, couple, Nayan, Shyama,, fall, love., Watch, movie, Hoichoi."
Movie,Chitrangada - The Crowning Wish,Drama,,"One of Rituparno’s masterpieces, this movie is replete with references from Tagore’s works of - Princess Chitrangada’s story. Watch the full movie on Hoichoi.",A 18+,5,1996,Swapan Saha,"Prosenjit Chatterjee, Abhishek Chatterjee, Chiranjeet",174,"Rituparno’s masterpieces, movie replete references","Rituparno’s masterpieces, movie","Rituparno’s, masterpieces,, movie, replete, references, Tagore’s, works, -, Princess, Chitrangada’s, story., Watch, movie, Hoichoi."
